userID,movieID,rating
28,gorengan lain,1
28,es krim,1
28,ubi,1
28,takoyaki,1
28,martabak,1
28,aci,1
28,lotek,1
28,macaroni,1
28,lumpia basah,1
28,seblak,1
28,angkringan,1
28,soto/sop/makanan berkuah lainnya,1
28,dimsum,1
28,kebab,1
28,burger,1
28,kerang ijo,1
28,asinan,1
28,teh,1
28,cendol,1
28,es campur,5
28,bubble tea,1
28,susu,5
28,jus buah,5
28,soda/soft drink,1
28,es doger,1
28,kopi,1
28,wedang,1
28,minuman air,1
28,air kelapa,1
28,cincau,1
29,sosis,1
29,nasi goreng,5
29,mie kuah,1
29,nasi-nasian,1
29,mie-miean,1
29,bakso/batagor/siomay,5
29,bubur,1
29,ayam bakar/goreng/fried chicken,1
29,kue-kue,5
29,buah potong/rujak,1
29,roti bakar/kukus,1
29,jagung,1
29,kacang,1
29,tahu,1
29,sate,1
29,gorengan lain,1
29,es krim,5
29,ubi,1
29,takoyaki,1
29,martabak,1
29,aci,1
29,lotek,1
29,macaroni,5
29,lumpia basah,5
29,seblak,5
29,angkringan,1
29,soto/sop/makanan berkuah lainnya,1
29,dimsum,1
29,kebab,1
29,burger,1
29,kerang ijo,1
29,asinan,1
29,teh,5
29,cendol,1
29,es campur,1
29,bubble tea,1
29,susu,1
29,jus buah,5
29,soda/soft drink,5
29,es doger,1
29,kopi,1
29,wedang,1
29,minuman air,1
29,air kelapa,1
29,cincau,1
30,sosis,1
30,nasi goreng,1
30,mie kuah,1
30,nasi-nasian,5
30,mie-miean,5
30,bakso/batagor/siomay,1
30,bubur,5
30,ayam bakar/goreng/fried chicken,5
30,kue-kue,1
30,buah potong/rujak,1
30,roti bakar/kukus,1
30,jagung,1
30,kacang,1
30,tahu,1
30,sate,1
30,gorengan lain,1
30,es krim,1
30,ubi,1
30,takoyaki,1
30,martabak,1
30,aci,1
30,lotek,1
30,macaroni,1
30,lumpia basah,1
30,seblak,1
30,angkringan,1
30,soto/sop/makanan berkuah lainnya,1
30,dimsum,1
30,kebab,1
30,burger,1
30,kerang ijo,1
30,asinan,1
30,teh,5
30,cendol,1
30,es campur,1
30,bubble tea,1
30,susu,5
30,jus buah,1
30,soda/soft drink,1
30,es doger,1
30,kopi,1
30,wedang,1
30,minuman air,1
30,air kelapa,1
30,cincau,1
31,sosis,1
31,nasi goreng,1
31,mie kuah,1
31,nasi-nasian,1
31,mie-miean,1
31,bakso/batagor/siomay,5
31,bubur,1
31,ayam bakar/goreng/fried chicken,1
31,kue-kue,1
31,buah potong/rujak,5
31,roti bakar/kukus,1
31,jagung,1
31,kacang,1
31,tahu,1
31,sate,1
31,gorengan lain,5
31,es krim,1
31,ubi,1
31,takoyaki,1
31,martabak,1
31,aci,1
31,lotek,1
31,macaroni,1
31,lumpia basah,1
31,seblak,1
31,angkringan,1
31,soto/sop/makanan berkuah lainnya,1
31,dimsum,1
31,kebab,1
31,burger,1
31,kerang ijo,1
31,asinan,1
31,teh,1
31,cendol,1
31,es campur,1
31,bubble tea,1
